id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1660247402,1660604327,"Migrated from /etc/pihole/adlists.list",1660452064,133943,0,1
